Component,File,Line,Element,Label,Destination,RouteStatus,Priority,RouteHealth
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/services/page.tsx,74,TrackedLink,[Empty],#capabilities,Valid,Medium,Placeholder
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/services/page.tsx,138,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/services/page.tsx,140,button,[Icon/Image],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/services/page.tsx,102,ServiceCardProgressive,[ServiceCardProgressive],,Missing,High,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/sitemap/page.tsx,120,Link,[Icon/Image],[Dynamic: link.href],Valid,Low,Unknown
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/sitemap/page.tsx,148,a,[Icon/Image],/sitemap.xml,Valid,Low,Broken (404)
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/sitemap/page.tsx,101,Icon,[Icon],,Missing,High,Unknown
ExecutiveDecisionCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/ExecutiveDecisionCenter.tsx,62,button,{dynamic},Handler: {() => handleSelect('role'  role)},Action,Medium,Action
ExecutiveDecisionCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/ExecutiveDecisionCenter.tsx,78,button,{dynamic},Handler: {() => handleSelect('industry'  ind)},Action,Medium,Action
ExecutiveDecisionCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/ExecutiveDecisionCenter.tsx,94,button,{dynamic},Handler: {() => handleSelect('priority'  pri)},Action,Medium,Action
ExecutiveDecisionCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/ExecutiveDecisionCenter.tsx,121,button,[Icon/Image],,Missing,High,Unknown
ExecutiveDecisionCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/ExecutiveDecisionCenter.tsx,124,button,[Empty],Handler: {() => { setStep(1); setSelections({ role: ""  industry: ""  priority: "" }); }},Action,Medium,Action
FeaturedIntelligence,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/FeaturedIntelligence.tsx,57,Link,[Icon/Image],/research,Valid,Low,OK
IndustryIntelligence,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/IndustryIntelligence.tsx,64,button,[Icon/Image],Handler: {() => setActive(ind.id)},Action,Medium,Action
InsightsAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsAssistant.tsx,35,button,[Icon/Image],Handler: {() => setIsOpen(true)},Action,Medium,Action
InsightsAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsAssistant.tsx,64,button,[Icon/Image],Handler: {() => setIsOpen(false)},Action,Medium,Action
InsightsAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsAssistant.tsx,88,button,{dynamic},Handler: {() => setInput(action.label)},Action,Medium,Action
InsightsAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsAssistant.tsx,105,button,[Icon/Image],,Missing,High,Unknown
InsightsExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsExplorer.tsx,52,button,{dynamic},Handler: {() => setActiveLevel(level)},Action,Medium,Action
InsightsExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsExplorer.tsx,84,button,[Icon/Image],Handler: {() => setExpandedId(expandedId === insight.id ? null : insight.id)},Action,Medium,Action
InsightsExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsExplorer.tsx,111,button,{dynamic},Handler: {() => setActiveLevel(activeLevel === "30s" ? "5m" : "Full")},Action,Medium,Action
InsightsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsHero.tsx,58,button,[Icon/Image],,Missing,High,Unknown
InsightsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsHero.tsx,62,button,[Icon/Image],,Missing,High,Unknown
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,42,div,[Icon/Image],Handler: {() => { setActiveReport(report); setActiveSection(report.sections[0]); }},Action,Medium,Action
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,75,button,[Icon/Image],,Missing,High,Unknown
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,84,button,{dynamic} {dynamic},Handler: {() => setActiveSection(sec)},Action,Medium,Action
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,127,button,[Empty],,Missing,High,Unknown
NewsletterCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/NewsletterCTA.tsx,49,button,[Icon/Image],,Missing,High,Unknown
StrategyCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/StrategyCanvas.tsx,32,button,[Icon/Image],Handler: {handleGenerate},Action,Medium,Action
StrategyCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/StrategyCanvas.tsx,63,button,[Icon/Image],,Missing,High,Unknown
TrendRadar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/TrendRadar.tsx,51,button,[Icon/Image],Handler: {() => setActiveTech(tech)},Action,Medium,Action
WeeklyBrief,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/WeeklyBrief.tsx,86,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
IntelligentOrb,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/motion/primitives/IntelligentOrb.tsx,90,motion.button,{dynamic},Handler: {onClick},Action,Medium,Action
IntelligentOrb,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/motion/primitives/IntelligentOrb.tsx,99,Icon,[Icon],,Missing,High,Unknown
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendConsole.tsx,265,button,[Empty],Handler: {bootstrap},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendConsole.tsx,279,button,[Empty],Handler: {() => setSelectedSlug(agent.slug)},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendConsole.tsx,307,button,{dynamic},Handler: {execute},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendConsole.tsx,364,button,[Empty],Handler: {() => decide(a.id  "approve")},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendConsole.tsx,367,button,[Empty],Handler: {() => decide(a.id  "reject")},Action,Medium,Action
AgentOSBackendGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendGate.tsx,57,button,[Icon/Image],Handler: {enter},Action,Medium,Action
AgentOSBackendGate,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSBackendGate.tsx,76,button,[Empty],Handler: {() => {           setUnlocked(false);           setSecretInput("");           setAdminSecret(undefined);         }},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSLiveRuntime.tsx,90,button,[Icon/Image],Handler: {handleReset},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSLiveRuntime.tsx,102,button,{dynamic},Handler: {() => {                  setInput(ex.value);                  handleRun(ex.value);                }},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSLiveRuntime.tsx,125,button,{dynamic} {dynamic},Handler: {() => handleRun()},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSLiveRuntime.tsx,259,Icon,[Icon],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,105,button,{dynamic},Handler: {() => setTab(t.id)},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,184,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,187,button,{dynamic},Handler: {load},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,302,Card,[Icon/Image],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,317,button,{dynamic},Handler: {createPolicy},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,333,Card,[Empty],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,378,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,385,button,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,451,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,455,button,{dynamic},Handler: {() => toggle(s)},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,466,button,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,523,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,526,button,{dynamic},Handler: {runForecast},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,536,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,541,button,{dynamic},Handler: {runOptimize},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,589,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/platform/live-runtime/AgentOSPlatformConsole.tsx,599,button,{dynamic},Handler: {run},Action,Medium,Action
LiveMetricsPanel,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/architecture/overlays/LiveMetricsPanel.tsx,33,MetricCard,[MetricCard],,Missing,High,Unknown
LiveMetricsPanel,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/architecture/overlays/LiveMetricsPanel.tsx,34,MetricCard,[MetricCard],,Missing,High,Unknown
LiveMetricsPanel,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/architecture/overlays/LiveMetricsPanel.tsx,35,MetricCard,[MetricCard],,Missing,High,Unknown
LiveMetricsPanel,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/architecture/overlays/LiveMetricsPanel.tsx,36,MetricCard,[MetricCard],,Missing,High,Unknown
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSBackendConsole.tsx,222,button,[Empty],Handler: {bootstrap},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSBackendConsole.tsx,236,button,[Empty],Handler: {() => setSelectedSlug(agent.slug)},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSBackendConsole.tsx,264,button,{dynamic},Handler: {execute},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSBackendConsole.tsx,321,button,[Empty],Handler: {() => decide(a.id  "approve")},Action,Medium,Action
AgentOSBackendConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSBackendConsole.tsx,324,button,[Empty],Handler: {() => decide(a.id  "reject")},Action,Medium,Action
AgentOSControlCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSControlCenter.tsx,73,Icon,[Icon],,Missing,High,Unknown
AgentOSDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSDigitalTwin.tsx,85,Icon,[Icon],,Missing,High,Unknown
AgentOSHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSHero.tsx,41,button,[Icon/Image],,Missing,High,Unknown
AgentOSHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSHero.tsx,45,button,[Icon/Image],,Missing,High,Unknown
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSLiveRuntime.tsx,88,button,[Icon/Image],Handler: {handleReset},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSLiveRuntime.tsx,100,button,{dynamic},Handler: {() => {                  setInput(ex.value);                  handleRun(ex.value);                }},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSLiveRuntime.tsx,123,button,{dynamic} {dynamic},Handler: {() => handleRun()},Action,Medium,Action
AgentOSLiveRuntime,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSLiveRuntime.tsx,257,Icon,[Icon],,Missing,High,Unknown
AgentOSPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPage.tsx,27,Link,[Icon/Image],/products/agentos/live-runtime,Valid,Low,OK
AgentOSPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPage.tsx,113,button,[Icon/Image],,Missing,High,Unknown
AgentOSPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPage.tsx,117,button,[Empty],,Missing,High,Unknown
AgentOSPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPage.tsx,53,ProductComparisonCard,[ProductComparisonCard],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,67,button,{dynamic},Handler: {() => setTab(t.id)},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,145,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,148,button,{dynamic},Handler: {load},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,262,Card,[Icon/Image],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,277,button,{dynamic},Handler: {createPolicy},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,293,Card,[Empty],,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,337,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,344,button,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,410,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,414,button,{dynamic},Handler: {() => toggle(s)},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,425,button,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,482,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,485,button,{dynamic},Handler: {runForecast},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,495,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,500,button,{dynamic},Handler: {runOptimize},Action,Medium,Action
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,548,Card,{dynamic},,Missing,High,Unknown
AgentOSPlatformConsole,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPlatformConsole.tsx,558,button,{dynamic},Handler: {run},Action,Medium,Action
AgentOSPyramid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPyramid.tsx,46,button,[Icon/Image],Handler: {() => {                      setActiveTierId(tier.id);                      setActiveSubsystemId(null);                    }},Action,Medium,Action
AgentOSPyramid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPyramid.tsx,92,button,[Empty],Handler: {() => setActiveSubsystemId(expanded ? null : sub.id)},Action,Medium,Action
AgentOSPyramid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/archive/agentos/AgentOSPyramid.tsx,61,Icon,[Icon],,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,93,button,[Icon/Image],,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,109,motion.div,{dynamic},Handler: {() => setActiveDomain(domain)},Action,Medium,Action
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,217,button,[Icon/Image],Handler: {handleClose},Action,Medium,Action
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,290,button,{dynamic},,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,130,Icon,[Icon],,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,193,motion.div,[motion.div],Handler: {handleClose},Action,Medium,Action
CTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CTA.tsx,159,AnimatedButton,[Icon/Image],,Missing,High,Unknown
CTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CTA.tsx,167,AnimatedButton,[Empty],,Missing,High,Unknown
CTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CTA.tsx,129,CommandCenterBackground,[CommandCenterBackground],,Missing,High,Unknown
Headquarters,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/Headquarters.tsx,316,a,[Empty],mailto:enterprise@cerebrohive.com,Valid,Low,External
Headquarters,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/Headquarters.tsx,347,button,[Icon/Image],,Missing,High,Unknown
EnterpriseTrustCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/ecosystem/EnterpriseTrustCenter.tsx,201,Icon,[Icon],,Missing,High,Unknown
GlobalPresenceMap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/ecosystem/GlobalPresenceMap.tsx,48,button,[Icon/Image],Handler: {() => setActiveRegion(office)},Action,Medium,Action
CompanyHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/hero/CompanyHero.tsx,137,button,[Icon/Image],,Missing,High,Unknown
CompanyHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/hero/CompanyHero.tsx,141,button,[Empty],,Missing,High,Unknown
CEOMessage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/leadership/CEOMessage.tsx,187,button,[Icon/Image],Handler: {() => setIsExpanded(true)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,266,button,{dynamic} {dynamic} {dynamic} {dynamic},Handler: {() => isFolder ? toggleFolder(node.id) : scrollToId(node.id)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,349,button,{dynamic},Handler: {() => setExplorerMode(false)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,356,button,{dynamic},Handler: {() => setExplorerMode(true)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,433,button,[Icon/Image],Handler: {() => scrollToId(chapter.id)},Action,Medium,Action
CoreValuesBento,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/story/CoreValuesBento.tsx,117,CultureCard,[CultureCard],,Missing,High,Unknown
CultureCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/story/CultureCard.tsx,112,Icon,[Icon],,Missing,High,Unknown
VisionMission,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/story/VisionMission.tsx,342,Icon,[Icon],,Missing,High,Unknown
CompanyCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanyCTA.tsx,25,Link,[Icon/Image],/contact,Valid,Low,OK
CompanyCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanyCTA.tsx,33,Link,[Empty],/careers,Valid,Low,OK
CompanyHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanyHero.tsx,55,motion.button,[Icon/Image],Handler: {scrollToNext},Action,Medium,Action
