Component,File,Line,Element,Label,Destination,RouteStatus,Priority,RouteHealth
InsightsExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsExplorer.tsx,84,button,[Icon/Image],Handler: {() => setExpandedId(expandedId === insight.id ? null : insight.id)},Action,Medium,Action
InsightsExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsExplorer.tsx,111,button,{dynamic},Handler: {() => setActiveLevel(activeLevel === "30s" ? "5m" : "Full")},Action,Medium,Action
InsightsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsHero.tsx,58,button,[Icon/Image],,Missing,High,Unknown
InsightsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InsightsHero.tsx,62,button,[Icon/Image],,Missing,High,Unknown
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,42,div,[Icon/Image],Handler: {() => { setActiveReport(report); setActiveSection(report.sections[0]); }},Action,Medium,Action
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,75,button,[Icon/Image],,Missing,High,Unknown
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,84,button,{dynamic} {dynamic},Handler: {() => setActiveSection(sec)},Action,Medium,Action
InteractiveReports,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/InteractiveReports.tsx,127,button,[Empty],,Missing,High,Unknown
NewsletterCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/NewsletterCTA.tsx,49,button,[Icon/Image],,Missing,High,Unknown
StrategyCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/StrategyCanvas.tsx,32,button,[Icon/Image],Handler: {handleGenerate},Action,Medium,Action
StrategyCanvas,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/StrategyCanvas.tsx,63,button,[Icon/Image],,Missing,High,Unknown
TrendRadar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/TrendRadar.tsx,51,button,[Icon/Image],Handler: {() => setActiveTech(tech)},Action,Medium,Action
WeeklyBrief,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/insights/v2/WeeklyBrief.tsx,85,button,[Icon/Image],,Missing,High,Unknown
IntelligentOrb,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/motion/primitives/IntelligentOrb.tsx,90,motion.button,{dynamic},Handler: {onClick},Action,Medium,Action
IntelligentOrb,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/motion/primitives/IntelligentOrb.tsx,99,Icon,[Icon],,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,93,button,[Icon/Image],,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,109,motion.div,{dynamic},Handler: {() => setActiveDomain(domain)},Action,Medium,Action
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,217,button,[Icon/Image],Handler: {handleClose},Action,Medium,Action
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,290,button,{dynamic},,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,130,Icon,[Icon],,Missing,High,Unknown
CareersPreview,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CareersPreview.tsx,193,motion.div,[motion.div],Handler: {handleClose},Action,Medium,Action
CTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CTA.tsx,159,AnimatedButton,[Icon/Image],,Missing,High,Unknown
CTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CTA.tsx,167,AnimatedButton,[Empty],,Missing,High,Unknown
CTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/CTA.tsx,129,CommandCenterBackground,[CommandCenterBackground],,Missing,High,Unknown
Headquarters,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/Headquarters.tsx,316,a,[Empty],mailto:enterprise@cerebrohive.com,Valid,Low,External
Headquarters,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/contact/Headquarters.tsx,347,button,[Icon/Image],,Missing,High,Unknown
EnterpriseTrustCenter,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/ecosystem/EnterpriseTrustCenter.tsx,201,Icon,[Icon],,Missing,High,Unknown
GlobalPresenceMap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/ecosystem/GlobalPresenceMap.tsx,48,button,[Icon/Image],Handler: {() => setActiveRegion(office)},Action,Medium,Action
CompanyHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/hero/CompanyHero.tsx,137,button,[Icon/Image],,Missing,High,Unknown
CompanyHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/hero/CompanyHero.tsx,141,button,[Empty],,Missing,High,Unknown
CEOMessage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/leadership/CEOMessage.tsx,187,button,[Icon/Image],Handler: {() => setIsExpanded(true)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,266,button,{dynamic} {dynamic} {dynamic} {dynamic},Handler: {() => isFolder ? toggleFolder(node.id) : scrollToId(node.id)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,349,button,{dynamic},Handler: {() => setExplorerMode(false)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,356,button,{dynamic},Handler: {() => setExplorerMode(true)},Action,Medium,Action
CompanySidebar,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/navigation/CompanySidebar.tsx,433,button,[Icon/Image],Handler: {() => scrollToId(chapter.id)},Action,Medium,Action
CoreValuesBento,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/story/CoreValuesBento.tsx,117,CultureCard,[CultureCard],,Missing,High,Unknown
CultureCard,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/story/CultureCard.tsx,112,Icon,[Icon],,Missing,High,Unknown
VisionMission,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/story/VisionMission.tsx,342,Icon,[Icon],,Missing,High,Unknown
CompanyCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanyCTA.tsx,25,Link,[Icon/Image],/contact,Valid,Low,OK
CompanyCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanyCTA.tsx,33,Link,[Empty],/careers,Valid,Low,OK
CompanyHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanyHero.tsx,55,motion.button,[Icon/Image],Handler: {scrollToNext},Action,Medium,Action
CompanySidebarV3,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanySidebarV3.tsx,56,button,[Icon/Image],Handler: {() => scrollTo(chapter.id)},Action,Medium,Action
EnterpriseProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/EnterpriseProof.tsx,33,button,[Icon/Image],Handler: {() => setActiveCategory(cat.id)},Action,Medium,Action
EnterpriseProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/EnterpriseProof.tsx,64,button,{dynamic},,Missing,High,Unknown
LivingTimeline,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/LivingTimeline.tsx,33,button,[Icon/Image],Handler: {() => setActiveIndex(i)},Action,Medium,Action
LivingTimeline,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/LivingTimeline.tsx,79,button,[button],Handler: {() => setActiveIndex(i)},Action,Medium,Action
OriginStory,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/OriginStory.tsx,75,button,[Icon/Image],Handler: {() => setActiveStep(idx)},Action,Medium,Action
AIAgentShowcase,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/AIAgentShowcase.tsx,80,button,{dynamic},Handler: {() => setActiveIndustry(ind)},Action,Medium,Action
AICapabilityGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/AICapabilityGrid.tsx,34,GlassCard,[Empty],,Missing,High,Unknown
ArchitectureSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/ArchitectureSection.tsx,411,tech.Icon,[tech.Icon],,Missing,High,Unknown
HeroSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/HeroSection.tsx,39,AnimatedButton,[Empty],,Missing,High,Unknown
HeroSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/HeroSection.tsx,42,AnimatedButton,[Empty],,Missing,High,Unknown
Industries,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Industries.tsx,255,motion.div,{dynamic} {dynamic},Handler: {() => !isFocused && setFocusedId(ind.id)},Action,Medium,Action
Industries,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Industries.tsx,310,button,[Icon/Image],Handler: {(e) => { e.stopPropagation(); setFocusedId(null); }},Action,Medium,Action
Industries,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Industries.tsx,450,motion.button,[Icon/Image],,Missing,High,Unknown
ResearchSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/ResearchSection.tsx,23,AnimatedButton,[Empty],,Missing,High,Unknown
Services,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Services.tsx,194,svc.TitleIcon,[svc.TitleIcon],,Missing,High,Unknown
Services,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Services.tsx,220,svc.FooterIcon,[svc.FooterIcon],,Missing,High,Unknown
TechStack,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/TechStack.tsx,159,button,{dynamic},Handler: {() => { setActiveFilter(filter); setSearchQuery(""); }},Action,Medium,Action
WhyCerebroHive,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/WhyCerebroHive.tsx,179,div,{dynamic} {dynamic},Handler: {() => {                       document.getElementById(`stage-${stage.id}`)?.scrollIntoView({ behavior: "smooth"  block: "center" });                     }},Action,Medium,Action
WhyCerebroHive,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/WhyCerebroHive.tsx,292,button,[Icon/Image],,Missing,High,Unknown
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,76,button,{dynamic},Handler: {() => handleSelect('industry'  ind)},Action,Medium,Action
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,92,button,{dynamic},Handler: {() => handleSelect('erp'  erp)},Action,Medium,Action
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,108,button,{dynamic},Handler: {() => handleSelect('maturity'  mat)},Action,Medium,Action
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,141,button,[Icon/Image],,Missing,High,Unknown
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,184,button,[Icon/Image],,Missing,High,Unknown
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,187,button,[Empty],Handler: {() => { setGenerated(false); setStep(1); setSelections({ industry: ""  erp: ""  maturity: "" }); }},Action,Medium,Action
HomeHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HomeHero.tsx,94,button,[Icon/Image],,Missing,High,Unknown
HomeHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HomeHero.tsx,97,button,[Empty],,Missing,High,Unknown
HumanProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HumanProof.tsx,56,button,[Icon/Image],Handler: {() => setActiveCase(c)},Action,Medium,Action
HumanProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HumanProof.tsx,126,button,[Icon/Image],,Missing,High,Unknown
LivingArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/LivingArchitecture.tsx,83,button,[Icon/Image],Handler: {() => setActiveLayer(layer.id)},Action,Medium,Action
LivingArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/LivingArchitecture.tsx,150,button,[Empty],,Missing,High,Unknown
LivingDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/LivingDigitalTwin.tsx,57,button,[Empty],Handler: {() => setActiveId(wf.id)},Action,Medium,Action
ResearchHighlights,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/ResearchHighlights.tsx,40,button,[Empty],,Missing,High,Unknown
ResearchHighlights,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/ResearchHighlights.tsx,74,item.productIcon,[item.productIcon],,Missing,High,Unknown
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,84,div,[Icon/Image],Handler: {() => setActivePhase(phase)},Action,Medium,Action
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,131,button,[Icon/Image],,Missing,High,Unknown
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,134,button,[Empty],,Missing,High,Unknown
AgentEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/AgentEcosystem.tsx,45,motion.div,[Empty],Handler: {() => setSelectedAgent(agent)},Action,Medium,Action
AgentEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/AgentEcosystem.tsx,90,button,[Icon/Image],Handler: {() => setSelectedAgent(null)},Action,Medium,Action
ArchitectureViewer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ArchitectureViewer.tsx,93,Icon,[Icon],,Missing,High,Unknown
ChallengeExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ChallengeExplorer.tsx,229,button,[Icon/Image],,Missing,High,Unknown
ChallengeExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ChallengeExplorer.tsx,131,Icon,[Icon],,Missing,High,Unknown
ComplianceEngine,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ComplianceEngine.tsx,21,HoverCard,{dynamic} {dynamic},,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,117,button,[Icon/Image],Handler: {() => {                   setViewMode(view.id);                   setSelectedNodeId(null);                 }},Action,Medium,Action
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,152,HoverCard,[Empty],,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,160,HoverCard,[Icon/Image],,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,181,button,{dynamic} {dynamic},Handler: {() => setSelectedNodeId(node.id === selectedNodeId ? null : node.id)},Action,Medium,Action
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,245,HoverCard,[Empty],,Missing,High,Unknown
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/IndustryHero.tsx,58,AnimatedButton,{dynamic},,Missing,High,Unknown
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/IndustryHero.tsx,59,AnimatedButton,{dynamic},,Missing,High,Unknown
SolutionExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/SolutionExplorer.tsx,28,button,{dynamic},Handler: {() => setActiveSolution(i)},Action,Medium,Action
AgentGallery,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/AgentGallery.tsx,74,button,{dynamic},Handler: {() => setActiveAgent(agent.id)},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,97,button,[Icon/Image],Handler: {() => handleSelect(option)},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,155,button,[Icon/Image],,Missing,High,Unknown
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,158,button,[Empty],,Missing,High,Unknown
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,211,button,[Empty],Handler: {reset},Action,Medium,Action
EnterpriseIntegrations,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/EnterpriseIntegrations.tsx,74,button,{dynamic},Handler: {() => setActiveIntegration(integration.id)},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,78,div,[Icon/Image],Handler: {() => setActivePhase(i)},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,115,button,[Icon/Image],Handler: {() => setActivePhase(Math.max(0  activePhase - 1))},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,123,button,[Icon/Image],Handler: {() => setActivePhase(Math.min(phases.length - 1  activePhase + 1))},Action,Medium,Action
PlatformActionDemo,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformActionDemo.tsx,117,button,[Empty],Handler: {() => setActiveStep(0)},Action,Medium,Action
PlatformCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformCTA.tsx,41,button,[Icon/Image],,Missing,High,Unknown
PlatformCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformCTA.tsx,45,button,[Empty],,Missing,High,Unknown
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformExplorer.tsx,116,button,[Icon/Image],Handler: {() => setViewMode("business")},Action,Medium,Action
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformExplorer.tsx,122,button,[Icon/Image],Handler: {() => setViewMode("technical")},Action,Medium,Action
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformExplorer.tsx,136,button,[Icon/Image],Handler: {() => setActiveTab(p.id)},Action,Medium,Action
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformHero.tsx,81,button,[Icon/Image],,Missing,High,Unknown
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformHero.tsx,85,button,[Empty],,Missing,High,Unknown
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformHero.tsx,105,button,[Icon/Image],Handler: {() => setActiveDept(dept.id)},Action,Medium,Action
BenchmarkLab,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/BenchmarkLab.tsx,46,button,[Icon/Image],Handler: {() => setActiveTask(task.id)},Action,Medium,Action
DeveloperResources,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/DeveloperResources.tsx,28,button,[Icon/Image],,Missing,High,Unknown
ExperimentGallery,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ExperimentGallery.tsx,105,button,[Empty],,Missing,High,Unknown
ExperimentGallery,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ExperimentGallery.tsx,106,button,[Icon/Image],,Missing,High,Unknown
FeaturedResearch,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/FeaturedResearch.tsx,29,button,[Icon/Image],,Missing,High,Unknown
IndustryResearch,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/IndustryResearch.tsx,83,button,[Icon/Image],,Missing,High,Unknown
OpenSourceProjects,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/OpenSourceProjects.tsx,51,button,[Empty],,Missing,High,Unknown
ResearchAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchAssistant.tsx,35,button,[Icon/Image],Handler: {() => setIsOpen(true)},Action,Medium,Action
ResearchAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchAssistant.tsx,64,button,[Icon/Image],Handler: {() => setIsOpen(false)},Action,Medium,Action
ResearchAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchAssistant.tsx,88,button,{dynamic},Handler: {() => setInput(action.label)},Action,Medium,Action
ResearchAssistant,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchAssistant.tsx,105,button,[Icon/Image],,Missing,High,Unknown
ResearchExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchExplorer.tsx,68,button,{dynamic},Handler: {() => setActivePersona(persona)},Action,Medium,Action
ResearchExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchExplorer.tsx,108,button,[Icon/Image],,Missing,High,Unknown
ResearchExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchExplorer.tsx,112,button,[Icon/Image],,Missing,High,Unknown
ResearchExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchExplorer.tsx,117,button,[Icon/Image],,Missing,High,Unknown
ResearchHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchHero.tsx,66,button,[Icon/Image],,Missing,High,Unknown
ResearchHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchHero.tsx,70,button,[Icon/Image],,Missing,High,Unknown
ResearchTeam,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchTeam.tsx,43,button,[Icon/Image],,Missing,High,Unknown
ResearchTeam,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchTeam.tsx,94,button,[Icon/Image],,Missing,High,Unknown
ResearchTeam,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ResearchTeam.tsx,97,button,[Icon/Image],,Missing,High,Unknown
index,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/ui/NeuralOrb/index.tsx,68,div,{dynamic} {dynamic} {dynamic} {dynamic} {dynamic} {dynamic} {dynamic} {dynamic} {dynamic},Handler: {onClick},Action,Medium,Action
page,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/app/academy/corporate-programs/page.tsx,33,Link,[Icon/Image],/academy/courses,Valid,Low,OK
